TreasuryAgencyCode,MainAccountCode,GWAagencyName,a,Acct_Type,Acct_Type_Description,Admin_Bureau,ATA,Fund_Type,Fund_Type_Description,SP,MinOfBPOA,MaxOfEPOA,GWA_TAS_Name,OMBaccountName,USAIDgreenbookAccountName,FundingAgencyID,ImplementingAgencyID,AgencyCode,BureauCode,SubfunctionCode,BEAcategory,dac_sector_code,USAIDgreenbookImplementingAgencyID,USAIDgreenbookImplementingSubagencyID,USAIDgreenbookFundingAgencyID,implementing_partner_type,assistance_category_id,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,totalFPDSandFAADSamount,topFundingAgencyIDtotalamount,IsManualOverride,IsOffsetAccount,IsGWATAScode,istofix,IsManualOMBagencyOrBureau,AccountTitle,IsOMBvsGreenbookContradiction,IsOperatingExpense,IsMultiFundingAgency,IsMultiImplementingAgency,FPDSandFAADSaccountTitle,IsFMS,ColorOfMoney
-1,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,346,0,54,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Antirecession financial assistance fund,NULL,NULL,NULL,15,7,806,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Antirecession financial assistance fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Temporary employment assistance,NULL,NULL,NULL,12,5,504,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Temporary employment assistance,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,2,10,752,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Emergency health,NULL,NULL,NULL,9,15,54,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Emergency health,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,405,0,502,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,330,0,804,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,2,20,752,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sandhill crane wildlife refuge,NULL,NULL,NULL,21,15,303,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Sandhill crane wildlife refuge,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Darien Gap Highway,NULL,NULL,NULL,21,15,151,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Darien Gap Highway,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cost-Accounting Standards Board: Salaries and expenses,NULL,NULL,NULL,1,45,801,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Cost-Accounting Standards Board: Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,100,75,802,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,426,0,808,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UNKNOWN REVOLVING FUND HISTORICAL ACCOUNT,NULL,NULL,NULL,7,40,51,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,UNKNOWN REVOLVING FUND HISTORICAL ACCOUNT,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Payment of sales insufficiences and interest losses,NULL,NULL,NULL,9,35,551,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Payment of sales insufficiences and interest losses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,406,0,376,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Military assistance, South Vietnamese forces",NULL,NULL,NULL,184,5,152,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Military assistance, South Vietnamese forces",NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Special assistance to refugees from Cambodia and Vietnam,NULL,NULL,NULL,14,25,609,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Special assistance to refugees from Cambodia and Vietnam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eighth Pan American games,NULL,NULL,NULL,14,25,154,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Eighth Pan American games,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Metropolitan Washington Airports,NULL,NULL,NULL,21,12,402,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Metropolitan Washington Airports,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interest on loans to States, municipalities & otr. public bodies",NULL,NULL,NULL,15,0,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Interest on loans to States, municipalities & otr. public bodies",NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Interest on Rural Electrification Administration loans,NULL,NULL,NULL,15,0,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Interest on Rural Electrification Administration loans,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,100,26,802,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,International Monetary Fund,NULL,NULL,NULL,15,0,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,International Monetary Fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interest on loans, AID",NULL,NULL,NULL,15,0,908,Net interest,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Interest on loans, AID",NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,National Commission to Prevent Infant Mortality,NULL,NULL,NULL,411,0,808,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,National Commission to Prevent Infant Mortality,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,National Commission on Social Security,NULL,NULL,NULL,404,0,601,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,National Commission on Social Security,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Receipts roll-up, historical file only",NULL,NULL,NULL,15,0,155,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Receipts roll-up, historical file only",NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,National Alcohol Fuels Commission,NULL,NULL,NULL,392,0,271,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,National Alcohol Fuels Commission,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,1906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,National Sheep Industry Improvement Center,NULL,NULL,NULL,5,65,452,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,National Sheep Industry Improvement Center,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,408,0,506,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Payments to State & local government fiscal assist. trust fund,NULL,NULL,NULL,15,7,806,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Payments to State & local government fiscal assist. trust fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,445,0,808,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,President's Commission on Pension Policy,NULL,NULL,NULL,443,0,601,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,President's Commission on Pension Policy,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Charges for services to trust funds,NULL,NULL,NULL,1,0,803,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Charges for services to trust funds,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Salaries and expenses,NULL,NULL,NULL,409,0,808,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Salaries and expenses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Select Commission on Immigration and Refugee Policy,NULL,NULL,NULL,450,0,751,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Select Commission on Immigration and Refugee Policy,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proceeds from surplus vessels,NULL,NULL,NULL,21,0,403,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Proceeds from surplus vessels,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,51,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Motor Carrier Ratemaking Study Commission,NULL,NULL,NULL,390,0,401,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Motor Carrier Ratemaking Study Commission,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Construction of power systems,NULL,NULL,NULL,200,40,808,Discretionary,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Construction of power systems,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayment of advances by UI Trust Fund,NULL,NULL,NULL,12,0,603,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Repayment of advances by UI Trust Fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Receipts roll-up, historical file only",NULL,NULL,NULL,15,0,151,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Receipts roll-up, historical file only",NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayment of loans or advances to unemployment trust fund,NULL,NULL,NULL,12,0,603,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Repayment of loans or advances to unemployment trust fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayment of advances to UI trust fund,NULL,NULL,NULL,12,0,601,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Repayment of advances to UI trust fund,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayment of advances to Workmen's Compensation account,NULL,NULL,NULL,12,0,601,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,Repayment of advances to Workmen's Compensation account,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1,2958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Receipts roll-up, historical file only",NULL,NULL,NULL,15,0,151,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2016-03-04 12:12:47.8870000,2016-03-04 12:12:47.8870000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0,"Receipts roll-up, historical file only",NULL,NULL,NULL,NULL,NULL,NULL,NULL
